KEGGPathID	Length	Genes
sao00564:Glycerophospholipid metabolism - Staphylococcus aureus subsp. aureus NCTC8325	16	SAOUHSC_01491;SAOUHSC_01278;SAOUHSC_01350;SAOUHSC_01837;SAOUHSC_00645;SAOUHSC_02114;SAOUHSC_00190;SAOUHSC_01830;SAOUHSC_01071;SAOUHSC_00897;SAOUHSC_01238;SAOUHSC_01260;SAOUHSC_01310;SAOUHSC_02323;SAOUHSC_02124;SAOUHSC_00783
sao00362:Benzoate degradation - Staphylococcus aureus subsp. aureus NCTC8325	8	SAOUHSC_00195;SAOUHSC_01160;SAOUHSC_02828;SAOUHSC_01362;SAOUHSC_00196;SAOUHSC_00197;SAOUHSC_00336;SAOUHSC_00558
sao00592:alpha-Linolenic acid metabolism - Staphylococcus aureus subsp. aureus NCTC8325	1	SAOUHSC_00195
sao00907:Pinene, camphor and geraniol degradation - Staphylococcus aureus subsp. aureus NCTC8325	1	SAOUHSC_00195
sao00061:Fatty acid biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	14	SAOUHSC_01808;SAOUHSC_01710;SAOUHSC_01624;SAOUHSC_01623;SAOUHSC_01709;SAOUHSC_01809;SAOUHSC_01198;SAOUHSC_00920;SAOUHSC_00921;SAOUHSC_01257;SAOUHSC_01199;SAOUHSC_02336;SAOUHSC_00947;SAOUHSC_00198
sao00040:Pentose and glucuronate interconversions - Staphylococcus aureus subsp. aureus NCTC8325	9	SAOUHSC_02801;SAOUHSC_01189;SAOUHSC_00534;SAOUHSC_00219;SAOUHSC_00217;SAOUHSC_00221;SAOUHSC_00226;SAOUHSC_00220;SAOUHSC_00225
sao00051:Fructose and mannose metabolism - Staphylococcus aureus subsp. aureus NCTC8325	16	SAOUHSC_02267;SAOUHSC_02976;SAOUHSC_02385;SAOUHSC_01807;SAOUHSC_02822;SAOUHSC_02403;SAOUHSC_00707;SAOUHSC_00219;SAOUHSC_00217;SAOUHSC_02926;SAOUHSC_02366;SAOUHSC_00797;SAOUHSC_00708;SAOUHSC_02975;SAOUHSC_02402;SAOUHSC_02400
sao00240:Pyrimidine metabolism - Staphylococcus aureus subsp. aureus NCTC8325	28	SAOUHSC_01170;SAOUHSC_01169;SAOUHSC_01166;SAOUHSC_01168;SAOUHSC_02909;SAOUHSC_01172;SAOUHSC_01171;SAOUHSC_01235;SAOUHSC_01485;SAOUHSC_02368;SAOUHSC_01496;SAOUHSC_01715;SAOUHSC_02353;SAOUHSC_01164;SAOUHSC_01265;SAOUHSC_00292;SAOUHSC_02377;SAOUHSC_01670;SAOUHSC_02942;SAOUHSC_00742;SAOUHSC_00743;SAOUHSC_00539;SAOUHSC_01692;SAOUHSC_00451;SAOUHSC_02057;SAOUHSC_01552;SAOUHSC_02360;SAOUHSC_01435
sao00785:Lipoic acid metabolism - Staphylococcus aureus subsp. aureus NCTC8325	5	SAOUHSC_01629;SAOUHSC_00861;SAOUHSC_00575;SAOUHSC_00963;SAOUHSC_00308
sao00740:Riboflavin metabolism - Staphylococcus aureus subsp. aureus NCTC8325	10	SAOUHSC_01887;SAOUHSC_01889;SAOUHSC_00909;SAOUHSC_01886;SAOUHSC_01888;SAOUHSC_01249;SAOUHSC_00320;SAOUHSC_00366;SAOUHSC_02329;SAOUHSC_01593
sao03060:Protein export - Staphylococcus aureus subsp. aureus NCTC8325	16	SAOUHSC_02989;SAOUHSC_02491;SAOUHSC_00516;SAOUHSC_00801;SAOUHSC_01746;SAOUHSC_01747;SAOUHSC_02327;SAOUHSC_02985;SAOUHSC_00769;SAOUHSC_01207;SAOUHSC_01205;SAOUHSC_00329;SAOUHSC_00328;SAOUHSC_00902;SAOUHSC_00903;SAOUHSC_01162
sao03070:Bacterial secretion system - Staphylococcus aureus subsp. aureus NCTC8325	13	SAOUHSC_01746;SAOUHSC_00516;SAOUHSC_00801;SAOUHSC_02989;SAOUHSC_02491;SAOUHSC_01747;SAOUHSC_02327;SAOUHSC_02985;SAOUHSC_00769;SAOUHSC_01205;SAOUHSC_01207;SAOUHSC_00329;SAOUHSC_00328
sao00900:Terpenoid backbone biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	13	SAOUHSC_00466;SAOUHSC_00336;SAOUHSC_00558;SAOUHSC_02860;SAOUHSC_02859;SAOUHSC_00577;SAOUHSC_00579;SAOUHSC_00578;SAOUHSC_02623;SAOUHSC_01618;SAOUHSC_01488;SAOUHSC_01486;SAOUHSC_01237
sao00450:Selenocompound metabolism - Staphylococcus aureus subsp. aureus NCTC8325	8	SAOUHSC_00341;SAOUHSC_00340;SAOUHSC_00339;SAOUHSC_00338;SAOUHSC_00849;SAOUHSC_00785;SAOUHSC_01499;SAOUHSC_00461
sao00670:One carbon pool by folate - Staphylococcus aureus subsp. aureus NCTC8325	10	SAOUHSC_01434;SAOUHSC_01845;SAOUHSC_01007;SAOUHSC_02354;SAOUHSC_01016;SAOUHSC_01017;SAOUHSC_01183;SAOUHSC_01634;SAOUHSC_00339;SAOUHSC_01435
sao00260:Glycine, serine and threonine metabolism - Staphylococcus aureus subsp. aureus NCTC8325	30	SAOUHSC_01319;SAOUHSC_01394;SAOUHSC_01395;SAOUHSC_01320;SAOUHSC_01322;SAOUHSC_01321;SAOUHSC_01307;SAOUHSC_02354;SAOUHSC_02723;SAOUHSC_00756;SAOUHSC_00359;SAOUHSC_02703;SAOUHSC_00798;SAOUHSC_01833;SAOUHSC_00532;SAOUHSC_01633;SAOUHSC_01632;SAOUHSC_01634;SAOUHSC_01043;SAOUHSC_01614;SAOUHSC_00836;SAOUHSC_02932;SAOUHSC_02933;SAOUHSC_00422;SAOUHSC_02839;SAOUHSC_02840;SAOUHSC_02289;SAOUHSC_01451;SAOUHSC_01372;SAOUHSC_01371
sao00190:Oxidative phosphorylation - Staphylococcus aureus subsp. aureus NCTC8325	22	SAOUHSC_00412;SAOUHSC_00878;SAOUHSC_01104;SAOUHSC_01105;SAOUHSC_01103;SAOUHSC_01066;SAOUHSC_01065;SAOUHSC_00999;SAOUHSC_01000;SAOUHSC_01001;SAOUHSC_01002;SAOUHSC_01031;SAOUHSC_01032;SAOUHSC_02345;SAOUHSC_02341;SAOUHSC_02343;SAOUHSC_02346;SAOUHSC_02340;SAOUHSC_02350;SAOUHSC_02347;SAOUHSC_02349;SAOUHSC_02140
sao00910:Nitrogen metabolism - Staphylococcus aureus subsp. aureus NCTC8325	12	SAOUHSC_02681;SAOUHSC_02680;SAOUHSC_02678;SAOUHSC_02684;SAOUHSC_02683;SAOUHSC_00855;SAOUHSC_00895;SAOUHSC_01287;SAOUHSC_00435;SAOUHSC_00436;SAOUHSC_02965;SAOUHSC_01129
sao03420:Nucleotide excision repair - Staphylococcus aureus subsp. aureus NCTC8325	8	SAOUHSC_00477;SAOUHSC_00780;SAOUHSC_00776;SAOUHSC_00779;SAOUHSC_01102;SAOUHSC_02123;SAOUHSC_01797;SAOUHSC_02122
sao00790:Folate biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	21	SAOUHSC_00549;SAOUHSC_02958;SAOUHSC_00490;SAOUHSC_00491;SAOUHSC_00489;SAOUHSC_01434;SAOUHSC_01766;SAOUHSC_01887;SAOUHSC_00722;SAOUHSC_00723;SAOUHSC_00724;SAOUHSC_00720;SAOUHSC_00719;SAOUHSC_00721;SAOUHSC_00739;SAOUHSC_02536;SAOUHSC_02543;SAOUHSC_02540;SAOUHSC_02544;SAOUHSC_02542;SAOUHSC_02537
sao00750:Vitamin B6 metabolism - Staphylococcus aureus subsp. aureus NCTC8325	4	SAOUHSC_00562;SAOUHSC_01321;SAOUHSC_00499;SAOUHSC_00500
sao00543:Exopolysaccharide biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	4	SAOUHSC_00762;SAOUHSC_03002;SAOUHSC_03003;SAOUHSC_00510
sao03020:RNA polymerase - Staphylococcus aureus subsp. aureus NCTC8325	5	SAOUHSC_00524;SAOUHSC_00525;SAOUHSC_02485;SAOUHSC_01177;SAOUHSC_02369
sao00290:Valine, leucine and isoleucine biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	13	SAOUHSC_02289;SAOUHSC_01451;SAOUHSC_02287;SAOUHSC_02288;SAOUHSC_02286;SAOUHSC_02282;SAOUHSC_02468;SAOUHSC_02283;SAOUHSC_02284;SAOUHSC_02281;SAOUHSC_00536;SAOUHSC_00914;SAOUHSC_02285
sao03410:Base excision repair - Staphylococcus aureus subsp. aureus NCTC8325	10	SAOUHSC_01469;SAOUHSC_00564;SAOUHSC_02005;SAOUHSC_02621;SAOUHSC_01796;SAOUHSC_01768;SAOUHSC_01658;SAOUHSC_01797;SAOUHSC_01744;SAOUHSC_02122
sao00550:Peptidoglycan biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	25	SAOUHSC_02337;SAOUHSC_02365;SAOUHSC_00752;SAOUHSC_01856;SAOUHSC_01147;SAOUHSC_02318;SAOUHSC_02317;SAOUHSC_01671;SAOUHSC_01237;SAOUHSC_00691;SAOUHSC_01423;SAOUHSC_01146;SAOUHSC_01424;SAOUHSC_01467;SAOUHSC_00646;SAOUHSC_00954;SAOUHSC_02107;SAOUHSC_02106;SAOUHSC_02527;SAOUHSC_01373;SAOUHSC_01374;SAOUHSC_01840;SAOUHSC_02012;SAOUHSC_01145;SAOUHSC_01652
sao03018:RNA degradation - Staphylococcus aureus subsp. aureus NCTC8325	14	SAOUHSC_00799;SAOUHSC_01251;SAOUHSC_00803;SAOUHSC_02316;SAOUHSC_01502;SAOUHSC_00730;SAOUHSC_02362;SAOUHSC_01263;SAOUHSC_01035;SAOUHSC_01252;SAOUHSC_01807;SAOUHSC_01683;SAOUHSC_02254;SAOUHSC_01281
sao00360:Phenylalanine metabolism - Staphylococcus aureus subsp. aureus NCTC8325	3	SAOUHSC_03012;SAOUHSC_00733;SAOUHSC_01867
sao00400:Phenylalanine, tyrosine and tryptophan biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	19	SAOUHSC_01852;SAOUHSC_01482;SAOUHSC_00832;SAOUHSC_01699;SAOUHSC_01635;SAOUHSC_01481;SAOUHSC_01483;SAOUHSC_01366;SAOUHSC_01367;SAOUHSC_01368;SAOUHSC_01370;SAOUHSC_01369;SAOUHSC_01372;SAOUHSC_01371;SAOUHSC_01752;SAOUHSC_01364;SAOUHSC_02135;SAOUHSC_03012;SAOUHSC_00733
sao00401:Novobiocin biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	3	SAOUHSC_01364;SAOUHSC_03012;SAOUHSC_00733
sao00542:O-Antigen repeat unit biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	1	SAOUHSC_00762
sao00470:D-Amino acid metabolism - Staphylococcus aureus subsp. aureus NCTC8325	14	SAOUHSC_01400;SAOUHSC_02305;SAOUHSC_01867;SAOUHSC_02318;SAOUHSC_00869;SAOUHSC_00871;SAOUHSC_01012;SAOUHSC_01106;SAOUHSC_01147;SAOUHSC_01401;SAOUHSC_02433;SAOUHSC_02770;SAOUHSC_02769;SAOUHSC_02768
sao00780:Biotin metabolism - Staphylococcus aureus subsp. aureus NCTC8325	11	SAOUHSC_00921;SAOUHSC_01257;SAOUHSC_01199;SAOUHSC_02336;SAOUHSC_00947;SAOUHSC_02712;SAOUHSC_02713;SAOUHSC_02715;SAOUHSC_02716;SAOUHSC_02714;SAOUHSC_01473
sao00130:Ubiquinone and other terpenoid-quinone biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	8	SAOUHSC_01487;SAOUHSC_00982;SAOUHSC_00983;SAOUHSC_00984;SAOUHSC_01915;SAOUHSC_01916;SAOUHSC_00985;SAOUHSC_00980
sao00300:Lysine biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	12	SAOUHSC_01320;SAOUHSC_01319;SAOUHSC_01394;SAOUHSC_01395;SAOUHSC_01396;SAOUHSC_01397;SAOUHSC_02244;SAOUHSC_01868;SAOUHSC_01401;SAOUHSC_01398;SAOUHSC_00989;SAOUHSC_02317
sao00020:Citrate cycle (TCA cycle) - Staphylococcus aureus subsp. aureus NCTC8325	22	SAOUHSC_01802;SAOUHSC_01347;SAOUHSC_01801;SAOUHSC_01418;SAOUHSC_01416;SAOUHSC_01043;SAOUHSC_01614;SAOUHSC_01266;SAOUHSC_01267;SAOUHSC_01218;SAOUHSC_01216;SAOUHSC_01104;SAOUHSC_01105;SAOUHSC_01103;SAOUHSC_01983;SAOUHSC_02927;SAOUHSC_02647;SAOUHSC_01064;SAOUHSC_01910;SAOUHSC_01040;SAOUHSC_01041;SAOUHSC_01042
sao00521:Streptomycin biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	3	SAOUHSC_01646;SAOUHSC_02793;SAOUHSC_01055
sao00622:Xylene degradation - Staphylococcus aureus subsp. aureus NCTC8325	3	SAOUHSC_01160;SAOUHSC_02828;SAOUHSC_01362
sao00730:Thiamine metabolism - Staphylococcus aureus subsp. aureus NCTC8325	11	SAOUHSC_02330;SAOUHSC_01727;SAOUHSC_01825;SAOUHSC_01824;SAOUHSC_02329;SAOUHSC_02328;SAOUHSC_01188;SAOUHSC_02958;SAOUHSC_01190;SAOUHSC_02490;SAOUHSC_02331
sao00660:C5-Branched dibasic acid metabolism - Staphylococcus aureus subsp. aureus NCTC8325	10	SAOUHSC_02282;SAOUHSC_02468;SAOUHSC_02283;SAOUHSC_02467;SAOUHSC_02921;SAOUHSC_01216;SAOUHSC_01218;SAOUHSC_02287;SAOUHSC_02288;SAOUHSC_02286
sao00261:Monobactam biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	5	SAOUHSC_01319;SAOUHSC_01394;SAOUHSC_01395;SAOUHSC_01396;SAOUHSC_01397
sao02040:Flagellar assembly - Staphylococcus aureus subsp. aureus NCTC8325	2	SAOUHSC_02699;SAOUHSC_01662
sao00999:Biosynthesis of various plant secondary metabolites - Staphylococcus aureus subsp. aureus NCTC8325	2	SAOUHSC_01909;SAOUHSC_01699
sao04122:Sulfur relay system - Staphylococcus aureus subsp. aureus NCTC8325	9	SAOUHSC_01727;SAOUHSC_01825;SAOUHSC_02540;SAOUHSC_02536;SAOUHSC_02538;SAOUHSC_02545;SAOUHSC_02543;SAOUHSC_02544;SAOUHSC_01824
sao00906:Carotenoid biosynthesis - Staphylococcus aureus subsp. aureus NCTC8325	6	SAOUHSC_02879;SAOUHSC_02877;SAOUHSC_02881;SAOUHSC_02142;SAOUHSC_02880;SAOUHSC_02882
sao05100:Bacterial invasion of epithelial cells - Staphylococcus aureus subsp. aureus NCTC8325	2	SAOUHSC_02803;SAOUHSC_02802
